resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,total_points_driver,average_col_acc
24036,1001,843,5,28,11,14,14,14,0,43,\N,\N,33,12,01:48.8,231.843,11,4.00,0.10
24037,1001,838,1,2,18,15,15,15,0,43,\N,\N,38,13,01:49.0,231.418,11,12.00,  -    
24038,1001,817,9,3,8,\N,R,16,0,28,\N,\N,27,15,01:49.2,230.812,31,458.00,0.04
24039,1001,8,6,7,6,\N,R,17,0,8,\N,\N,6,17,01:54.3,220.559,23,308.00,0.01
24040,1001,844,15,16,12,\N,R,18,0,0,\N,\N,\N,0,\N,\N,3,560.00,0.10
24041,1001,4,1,14,15,\N,R,19,0,0,\N,\N,\N,0,\N,\N,3,131.00,0.05
24042,1001,807,4,27,20,\N,R,20,0,0,\N,\N,\N,0,\N,\N,3,116.00,0.11
24043,1002,1,131,44,3,1,1,1,25,53,16:54.5,4614484,30,1,01:22.5,252.794,1,1555.50,0.01
24044,1002,8,6,7,1,2,2,2,18,53,8.705,4623189,28,4,01:23.5,249.713,1,308.00,0.01
24045,1002,822,131,77,4,3,3,3,15,53,14.066,4628550,39,3,01:22.9,251.544,1,1022.00,0.04
24046,1002,20,6,5,2,4,4,4,12,53,16.151,4630635,51,2,01:22.5,252.77,1,636.00,0.04
24047,1002,830,9,33,5,5,5,5,10,53,18.208,4632692,41,6,01:23.6,249.432,1,1136.50,0.09
24048,1002,839,10,31,8,7,7,6,8,53,57.761,4672245,48,12,01:24.2,247.555,1,185.00,0.07
24049,1002,815,10,11,14,8,8,7,6,53,58.678,4673162,44,11,01:24.2,247.743,1,429.00,0.03
24050,1002,832,4,55,7,9,9,8,4,53,+1:18.140,4692624,43,5,01:23.5,249.671,1,418.50,0.04
24051,1002,840,3,18,10,10,10,9,2,52,\N,\N,52,9,01:24.1,248.106,11,136.00,0.08
24052,1002,845,3,35,12,11,11,10,1,52,\N,\N,39,14,01:24.6,246.568,11,1.00,0.05
24053,1002,844,15,16,15,12,12,11,0,52,\N,\N,52,8,01:23.8,248.959,11,560.00,0.10
24054,1002,838,1,2,17,13,13,12,0,52,\N,\N,52,13,01:24.5,246.79,11,12.00,  -    
24055,1002,807,4,27,20,14,14,13,0,52,\N,\N,47,16,01:24.8,246.01,11,116.00,0.11
24056,1002,842,5,10,9,15,15,14,0,52,\N,\N,47,10,01:24.1,248.097,11,309.00,0.06
24057,1002,828,15,9,18,16,16,15,0,52,\N,\N,46,15,01:24.8,246.024,11,9.00,0.10
24058,1002,825,210,20,11,17,17,16,0,52,\N,\N,44,7,01:23.8,248.959,11,77.00,0.05
24059,1002,817,9,3,19,\N,R,17,0,23,\N,\N,46,18,01:25.7,243.369,5,458.00,0.04
24060,1002,4,1,14,13,\N,R,18,0,9,\N,\N,18,17,01:25.2,244.691,5,131.00,0.05
24061,1002,843,5,28,16,\N,R,19,0,0,\N,\N,6,19,01:27.0,239.685,23,4.00,0.10
24062,1002,154,210,8,6,\N,D,20,0,53,56.32,4670804,\N,0,\N,\N,2,47.00,0.11
24063,1003,1,131,44,1,1,1,1,25,61,51:11.6,6671611,56,2,01:42.9,177.108,1,1555.50,0.01
24064,1003,830,9,33,2,2,2,2,18,61,8.961,6680572,54,5,01:43.3,176.368,1,1136.50,0.09
24065,1003,20,6,5,3,3,3,3,15,61,39.984,6711595,48,6,01:44.7,174.137,1,636.00,0.04
24066,1003,822,131,77,4,4,4,4,12,61,51.93,6723541,42,8,01:44.7,174.052,1,1022.00,0.04
24067,1003,8,6,7,5,5,5,5,10,61,53.001,6724612,46,7,01:44.7,174.061,1,308.00,0.01
24068,1003,817,9,3,6,6,6,6,8,61,53.982,6725593,59,3,01:43.1,176.753,1,458.00,0.04
24069,1003,4,1,14,11,7,7,7,6,61,+1:43.001,6774612,57,4,01:43.2,176.677,1,131.00,0.05
24070,1003,832,4,55,12,8,8,8,4,60,\N,\N,50,12,01:45.2,173.24,11,418.50,0.04
24071,1003,844,15,16,13,9,9,9,2,60,\N,\N,57,11,01:45.2,173.253,11,560.00,0.10
24072,1003,807,4,27,10,10,10,10,1,60,\N,\N,53,19,01:46.1,171.8,11,116.00,0.11
24073,1003,828,15,9,14,11,11,11,0,60,\N,\N,50,10,01:45.2,173.309,11,9.00,0.10
24074,1003,838,1,2,18,12,12,12,0,60,\N,\N,50,14,01:45.6,172.675,11,12.00,  -    
24075,1003,842,5,10,15,13,13,13,0,60,\N,\N,56,18,01:46.1,171.848,11,309.00,0.06
24076,1003,840,3,18,20,14,14,14,0,60,\N,\N,53,17,01:46.0,171.897,11,136.00,0.08
24077,1003,154,210,8,8,15,15,15,0,60,\N,\N,57,16,01:45.9,172.106,11,47.00,0.11
24078,1003,815,10,11,7,16,16,16,0,60,\N,\N,48,13,01:45.4,172.947,11,429.00,0.03
24079,1003,843,5,28,17,17,17,17,0,60,\N,\N,38,9,01:44.9,173.772,11,4.00,0.10
24080,1003,825,210,20,16,18,18,18,0,59,\N,\N,50,1,01:41.9,178.86,12,77.00,0.05
24081,1003,845,3,35,19,19,19,19,0,59,\N,\N,48,15,01:45.9,172.11,12,1.00,0.05
24082,1003,839,10,31,9,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,185.00,0.07
24083,1004,1,131,44,2,1,1,1,25,53,27:25.2,5245181,50,2,01:35.9,219.492,1,1555.50,0.01
24084,1004,822,131,77,1,2,2,2,18,53,2.545,5247726,50,1,01:35.9,219.617,1,1022.00,0.04
24085,1004,20,6,5,3,3,3,3,15,53,7.487,5252668,50,3,01:36.0,219.322,1,636.00,0.04
24086,1004,8,6,7,4,4,4,4,12,53,16.543,5261724,47,6,01:36.6,217.913,1,308.00,0.01
24087,1004,830,9,33,19,5,5,5,10,53,31.016,5276197,45,4,01:36.3,218.655,1,1136.50,0.09
24088,1004,817,9,3,18,6,6,6,8,53,+1:20.451,5325632,41,5,01:36.3,218.514,1,458.00,0.04
24089,1004,844,15,16,7,7,7,7,6,53,+1:38.390,5343571,52,9,01:38.1,214.59,1,560.00,0.10
24090,1004,825,210,20,5,8,8,8,4,52,\N,\N,52,8,01:38.0,214.791,11,77.00,0.05
24091,1004,839,10,31,6,9,9,9,2,52,\N,\N,52,12,01:38.4,214.025,11,185.00,0.07
24092,1004,815,10,11,8,10,10,10,1,52,\N,\N,47,11,01:38.3,214.168,11,429.00,0.03
24093,1004,154,210,8,9,11,11,11,0,52,\N,\N,46,10,01:38.2,214.29,11,47.00,0.11
24094,1004,807,4,27,12,12,12,12,0,52,\N,\N,52,13,01:39.1,212.422,11,116.00,0.11
24095,1004,828,15,9,10,13,13,13,0,52,\N,\N,39,7,01:37.9,214.975,11,9.00,0.10
24096,1004,4,1,14,16,14,14,14,0,52,\N,\N,44,15,01:39.6,211.394,11,131.00,0.05
24097,1004,840,3,18,14,15,15,15,0,52,\N,\N,44,14,01:39.4,211.724,11,136.00,0.08
24098,1004,838,1,2,15,16,16,16,0,51,\N,\N,41,18,01:39.9,210.692,12,12.00,  -    
24099,1004,832,4,55,11,17,17,17,0,51,\N,\N,35,16,01:39.7,211.095,12,418.50,0.04
24100,1004,845,3,35,13,18,18,18,0,51,\N,\N,43,17,01:39.8,210.869,12,1.00,0.05
24101,1004,842,5,10,17,\N,R,19,0,4,\N,\N,3,19,01:44.1,202.292,23,309.00,0.06
24102,1004,843,5,28,20,\N,R,20,0,4,\N,\N,2,20,01:45.9,198.889,23,4.00,0.10
24103,1005,1,131,44,1,1,1,1,25,53,27:17.1,5237062,51,2,01:32.8,225.307,1,1555.50,0.01
24104,1005,822,131,77,2,2,2,2,18,53,12.919,5249981,46,3,01:33.1,224.521,1,1022.00,0.04
24105,1005,830,9,33,3,3,3,3,15,53,14.295,5251357,50,6,01:33.4,223.903,1,1136.50,0.09
24106,1005,817,9,3,15,4,4,4,12,53,19.495,5256557,50,4,01:33.2,224.336,1,458.00,0.04
24107,1005,8,6,7,4,5,5,5,10,53,50.998,5288060,28,12,01:34.2,221.869,1,308.00,0.01
24108,1005,20,6,5,8,6,6,6,8,53,+1:09.873,5306935,53,1,01:32.3,226.447,1,636.00,0.04
24109,1005,815,10,11,9,7,7,7,6,53,+1:19.379,5316441,43,9,01:34.1,222.223,1,429.00,0.03
24110,1005,154,210,8,5,8,8,8,4,53,+1:27.198,5324260,47,15,01:34.8,220.551,1,47.00,0.11
24111,1005,839,10,31,11,9,9,9,2,53,+1:28.055,5325117,50,14,01:34.7,220.821,1,185.00,0.07
24112,1005,832,4,55,13,10,10,10,1,52,\N,\N,50,11,01:34.2,221.93,11,418.50,0.04
24113,1005,842,5,10,7,11,11,11,0,52,\N,\N,35,10,01:34.1,222.081,11,309.00,0.06
24114,1005,828,15,9,20,12,12,12,0,52,\N,\N,8,19,01:36.3,217.097,11,9.00,0.10
24115,1005,843,5,28,6,13,13,13,0,52,\N,\N,30,16,01:34.9,220.386,11,4.00,0.10
24116,1005,4,1,14,18,14,14,14,0,52,\N,\N,28,7,01:33.9,222.53,11,131.00,0.05
24117,1005,838,1,2,19,15,15,15,0,52,\N,\N,25,18,01:35.0,220.001,11,12.00,  -    
24118,1005,845,3,35,17,16,16,16,0,52,\N,\N,41,8,01:34.0,222.431,11,1.00,0.05
24119,1005,840,3,18,14,17,17,17,0,52,\N,\N,41,5,01:33.4,223.934,11,136.00,0.08
24120,1005,844,15,16,10,\N,R,18,0,38,\N,\N,37,13,01:34.5,221.183,26,560.00,0.10
24121,1005,807,4,27,16,\N,R,19,0,37,\N,\N,32,17,01:34.9,220.207,5,116.00,0.11
24122,1005,825,210,20,12,\N,R,20,0,8,\N,\N,6,20,01:39.9,209.244,130,77.00,0.05
24123,1006,8,6,7,2,1,1,1,25,56,34:18.6,5658643,45,5,01:38.5,201.527,1,308.00,0.01
24124,1006,830,9,33,18,2,2,2,18,56,1.281,5659924,45,2,01:38.2,202.011,1,1136.50,0.09
24125,1006,1,131,44,1,3,3,3,15,56,2.342,5660985,40,1,01:37.4,203.782,1,1555.50,0.01
24126,1006,20,6,5,5,4,4,4,12,56,18.222,5676865,41,3,01:38.3,201.941,1,636.00,0.04
24127,1006,822,131,77,3,5,5,5,10,56,24.744,5683387,46,4,01:38.5,201.551,1,1022.00,0.04
24128,1006,807,4,27,7,6,6,6,8,56,+1:27.210,5745853,51,8,01:39.5,199.369,1,116.00,0.11
24129,1006,832,4,55,11,7,7,7,6,56,+1:34.994,5753637,45,11,01:39.9,198.75,1,418.50,0.04
24130,1006,815,10,11,10,8,8,8,4,56,+1:41.080,5759723,45,13,01:40.0,198.483,1,429.00,0.03
24131,1006,843,5,28,20,9,9,9,2,55,\N,\N,32,6,01:39.0,200.547,11,4.00,0.10
24132,1006,828,15,9,16,10,10,10,1,55,\N,\N,36,9,01:39.6,199.327,11,9.00,0.10
24133,1006,838,1,2,17,11,11,11,0,55,\N,\N,52,12,01:39.9,198.636,11,12.00,  -    
24134,1006,842,5,10,19,12,12,12,0,55,\N,\N,33,14,01:40.1,198.273,11,309.00,0.06
24135,1006,845,3,35,14,13,13,13,0,55,\N,\N,42,7,01:39.2,199.987,11,1.00,0.05
24136,1006,840,3,18,15,14,14,14,0,54,\N,\N,38,10,01:39.6,199.173,12,136.00,0.08
24137,1006,844,15,16,9,\N,R,15,0,31,\N,\N,12,16,01:40.5,197.437,130,560.00,0.10
24138,1006,817,9,3,4,\N,R,16,0,8,\N,\N,49,15,01:40.4,197.612,84,458.00,0.04
24139,1006,154,210,8,8,\N,R,17,0,2,\N,\N,12,18,01:42.0,194.61,130,47.00,0.11
24140,1006,4,1,14,13,\N,R,18,0,1,\N,\N,5,17,01:40.9,196.633,4,131.00,0.05
24141,1006,839,10,31,6,\N,D,19,0,56,\N,\N,\N,0,\N,\N,2,185.00,0.07
24142,1006,825,210,20,12,\N,D,20,0,56,\N,\N,\N,0,\N,\N,2,77.00,0.05
24143,1007,830,9,33,2,1,1,1,25,71,38:28.9,5908851,66,2,01:19.2,195.67,1,1136.50,0.09
24144,1007,20,6,5,4,2,2,2,18,71,17.316,5926167,49,4,01:19.5,194.844,1,636.00,0.04
24145,1007,8,6,7,6,3,3,3,15,71,49.914,5958765,19,5,01:20.3,192.874,1,308.00,0.01
24146,1007,1,131,44,3,4,4,4,12,71,+1:18.738,5987589,49,8,01:20.7,191.933,1,1555.50,0.01
24147,1007,822,131,77,5,5,5,5,10,70,\N,\N,65,1,01:18.7,196.776,11,1022.00,0.04
24148,1007,807,4,27,7,6,6,6,8,69,\N,\N,67,7,01:20.6,192.15,12,116.00,0.11
24149,1007,844,15,16,9,7,7,7,6,69,\N,\N,67,6,01:20.5,192.388,12,560.00,0.10
24150,1007,838,1,2,15,8,8,8,4,69,\N,\N,14,11,01:21.9,189.138,12,12.00,  -    
24151,1007,828,15,9,10,9,9,9,2,69,\N,\N,18,14,01:22.4,187.947,12,9.00,0.10
24152,1007,842,5,10,20,10,10,10,1,69,\N,\N,69,17,01:22.8,187.232,12,309.00,0.06
24153,1007,839,10,31,11,11,11,11,0,69,\N,\N,6,15,01:22.6,187.517,12,185.00,0.07
24154,1007,840,3,18,17,12,12,12,0,69,\N,\N,27,18,01:23.0,186.717,12,136.00,0.08
24155,1007,845,3,35,19,13,13,13,0,69,\N,\N,66,16,01:22.6,187.492,12,1.00,0.05
24156,1007,843,5,28,14,14,14,14,0,69,\N,\N,26,13,01:22.4,187.952,12,4.00,0.10
24157,1007,825,210,20,16,15,15,15,0,69,\N,\N,45,10,01:21.9,189.246,12,77.00,0.05
24158,1007,154,210,8,18,16,16,16,0,68,\N,\N,46,9,01:21.4,190.419,13,47.00,0.11
24159,1007,817,9,3,1,\N,R,17,0,61,\N,\N,57,3,01:19.5,194.991,5,458.00,0.04
24160,1007,815,10,11,13,\N,R,18,0,38,\N,\N,6,19,01:23.5,185.461,23,429.00,0.03
24161,1007,832,4,55,8,\N,R,19,0,28,\N,\N,6,12,01:22.4,188.07,22,418.50,0.04
24162,1007,4,1,14,12,\N,R,20,0,3,\N,\N,3,20,01:24.2,184.025,5,131.00,0.05
24163,1008,1,131,44,1,1,1,1,25,71,27:09.1,5229066,70,7,01:11.8,216.065,1,1555.50,0.01
24164,1008,830,9,33,5,2,2,2,18,71,+1.469s,5230535,61,4,01:11.6,216.72,1,1136.50,0.09
24165,1008,8,6,7,4,3,3,3,15,71,+4.764s,5233830,64,6,01:11.8,216.143,1,308.00,0.01
24166,1008,817,9,3,11,4,4,4,12,71,+5.193s,5234259,62,3,01:11.3,217.434,1,458.00,0.04
24167,1008,822,131,77,3,5,5,5,10,71,+22.943s,5252009,65,1,01:10.5,219.909,1,1022.00,0.04
24168,1008,20,6,5,2,6,6,6,8,71,+26.997s,5256063,71,2,01:10.8,219.005,1,636.00,0.04
24169,1008,844,15,16,7,7,7,7,6,71,+44.199s,5273265,70,8,01:12.1,215.204,1,560.00,0.10
24170,1008,154,210,8,8,8,8,8,4,71,+51.230s,5280296,71,12,01:12.4,214.372,1,47.00,0.11
24171,1008,825,210,20,10,9,9,9,2,71,+52.857s,5281923,67,10,01:12.2,214.835,1,77.00,0.05
24172,1008,815,10,11,12,10,10,10,1,70,\N,\N,58,13,01:12.5,214.046,11,429.00,0.03
24173,1008,843,5,28,16,11,11,11,0,70,\N,\N,53,15,01:12.9,212.647,11,4.00,0.10
24174,1008,832,4,55,15,12,12,12,0,70,\N,\N,50,9,01:12.2,214.945,11,418.50,0.04
24175,1008,842,5,10,9,13,13,13,0,70,\N,\N,55,17,01:13.8,210.132,11,309.00,0.06
24176,1008,838,1,2,20,14,14,14,0,70,\N,\N,68,16,01:13.0,212.591,11,12.00,  -    
24177,1008,839,10,31,18,15,15,15,0,70,\N,\N,70,11,01:12.4,214.401,11,185.00,0.07
24178,1008,845,3,35,14,16,16,16,0,69,\N,\N,52,19,01:14.3,208.887,12,1.00,0.05
24179,1008,4,1,14,17,17,17,17,0,69,\N,\N,57,14,01:12.6,213.542,12,131.00,0.05
24180,1008,840,3,18,19,18,18,18,0,69,\N,\N,68,5,01:11.8,216.197,12,136.00,0.08
24181,1008,807,4,27,13,\N,R,19,0,32,\N,\N,30,18,01:14.0,209.544,25,116.00,0.11
24182,1008,828,15,9,6,\N,R,20,0,20,\N,\N,3,20,01:15.3,206.059,4,9.00,0.10
24183,1009,1,131,44,1,1,1,1,25,55,39:40.4,5980382,53,5,01:41.4,197.267,1,1555.50,0.01
24184,1009,20,6,5,3,2,2,2,18,55,2.581,5982963,54,1,01:40.9,198.225,1,636.00,0.04
24185,1009,830,9,33,6,3,3,3,15,55,12.706,5993088,51,6,01:41.9,196.198,1,1136.50,0.09
24186,1009,817,9,3,5,4,4,4,12,55,15.379,5995761,35,3,01:41.2,197.477,1,458.00,0.04
24187,1009,822,131,77,2,5,5,5,10,55,47.957,6028339,42,2,01:41.0,198.056,1,1022.00,0.04
24188,1009,832,4,55,11,6,6,6,8,55,+1:12.548,6052930,54,4,01:41.4,197.278,1,418.50,0.04
24189,1009,844,15,16,8,7,7,7,6,55,+1:30.789,6071171,54,10,01:42.9,194.354,1,560.00,0.10
24190,1009,815,10,11,14,8,8,8,4,55,+1:31.275,6071657,53,8,01:42.8,194.467,1,429.00,0.03
24191,1009,154,210,8,7,9,9,9,2,54,\N,\N,54,11,01:43.2,193.753,11,47.00,0.11
24192,1009,825,210,20,13,10,10,10,1,54,\N,\N,53,9,01:42.8,194.456,11,77.00,0.05
24193,1009,4,1,14,15,11,11,11,0,54,\N,\N,53,7,01:42.4,195.271,11,131.00,0.05
24194,1009,843,5,28,16,12,12,12,0,54,\N,\N,53,17,01:44.2,191.932,11,4.00,0.10
24195,1009,840,3,18,20,13,13,13,0,54,\N,\N,53,16,01:44.0,192.192,11,136.00,0.08
24196,1009,838,1,2,18,14,14,14,0,54,\N,\N,53,12,01:43.2,193.652,11,12.00,  -    
24197,1009,845,3,35,19,15,15,15,0,54,\N,\N,54,14,01:43.8,192.566,11,1.00,0.05
24198,1009,842,5,10,17,\N,R,16,0,46,\N,\N,42,15,01:44.0,192.276,5,309.00,0.06
24199,1009,839,10,31,9,\N,R,17,0,44,\N,\N,41,13,01:43.6,193.012,5,185.00,0.07
24200,1009,828,15,9,12,\N,R,18,0,24,\N,\N,22,19,01:46.1,188.489,75,9.00,0.10
24201,1009,8,6,7,4,\N,R,19,0,6,\N,\N,5,18,01:45.2,190.064,75,308.00,0.01
24202,1009,807,4,27,10,\N,R,20,0,0,\N,\N,\N,0,\N,\N,4,116.00,0.11
24203,1010,822,131,77,2,1,1,1,26,58,25:27.3,5127325,57,1,01:25.6,223.075,1,1022.00,0.04
24204,1010,1,131,44,1,2,2,2,18,58,20.886,5148211,57,2,01:26.1,221.839,1,1555.50,0.01
24205,1010,830,9,33,4,3,3,3,15,58,22.52,5149845,57,3,01:26.3,221.327,1,1136.50,0.09
24206,1010,20,6,5,3,4,4,4,12,58,57.109,5184434,16,8,01:28.0,217.054,1,636.00,0.04
24207,1010,844,6,16,5,5,5,5,10,58,58.203,5185528,58,4,01:26.9,219.621,1,560.00,0.10
24208,1010,825,210,20,7,6,6,6,8,58,+1:27.156,5214481,56,9,01:28.2,216.493,1,77.00,0.05
24209,1010,807,4,27,11,7,7,7,6,57,\N,\N,52,12,01:28.4,215.851,11,116.00,0.11
24210,1010,8,51,7,9,8,8,8,4,57,\N,\N,52,11,01:28.3,216.277,11,308.00,0.01
24211,1010,840,211,18,16,9,9,9,2,57,\N,\N,29,7,01:27.6,218.011,11,136.00,0.08
24212,1010,826,5,26,15,10,10,10,1,57,\N,\N,39,6,01:27.4,218.31,11,69.00,0.08
24213,1010,842,9,10,17,11,11,11,0,57,\N,\N,39,5,01:27.2,218.858,11,309.00,0.06
24214,1010,846,1,4,8,12,12,12,0,57,\N,\N,17,16,01:28.6,215.581,11,306.00,0.05
24215,1010,815,211,11,10,13,13,13,0,57,\N,\N,41,15,01:28.5,215.751,11,429.00,0.03
24216,1010,848,5,23,13,14,14,14,0,57,\N,\N,43,10,01:28.2,216.478,11,197.00,  -    
24217,1010,841,51,99,14,15,15,15,0,57,\N,\N,29,14,01:28.5,215.766,11,21.00,0.05
24218,1010,847,3,63,19,16,16,16,0,56,\N,\N,55,17,01:28.7,215.197,12,19.00,0.08
24219,1010,9,3,88,20,17,17,17,0,55,\N,\N,30,18,01:29.3,213.821,13,1.00,  -    
24220,1010,154,210,8,6,\N,R,18,0,29,\N,\N,17,13,01:28.5,215.807,36,47.00,0.11
24221,1010,817,4,3,12,\N,R,19,0,28,\N,\N,18,19,01:29.8,212.478,137,458.00,0.04
24222,1010,832,1,55,18,\N,R,20,0,9,\N,\N,9,20,01:30.9,210.022,5,418.50,0.04
24223,1011,1,131,44,3,1,1,1,25,57,34:21.3,5661295,36,2,01:33.5,208.314,1,1555.50,0.01
24224,1011,822,131,77,4,2,2,2,18,57,2.98,5664275,42,3,01:34.2,206.808,1,1022.00,0.04
24225,1011,844,6,16,1,3,3,3,16,57,6.131,5667426,38,1,01:33.4,208.575,1,560.00,0.10
24226,1011,830,9,33,5,4,4,4,12,57,6.408,5667703,47,9,01:35.3,204.417,1,1136.50,0.09
24227,1011,20,6,5,2,5,5,5,10,57,36.068,5697363,43,4,01:34.9,205.313,1,636.00,0.04
24228,1011,846,1,4,9,6,6,6,8,57,45.754,5707049,14,12,01:35.8,203.422,1,306.00,0.05
24229,1011,8,51,7,8,7,7,7,6,57,47.47,5708765,45,11,01:35.6,203.822,1,308.00,0.01
24230,1011,842,9,10,13,8,8,8,4,57,58.094,5719389,42,8,01:35.3,204.46,1,309.00,0.06
24231,1011,848,5,23,12,9,9,9,2,57,+1:02.697,5723992,39,16,01:36.8,201.372,1,197.00,  -    
24232,1011,815,211,11,14,10,10,10,1,57,+1:03.696,5724991,51,14,01:36.3,202.254,1,429.00,0.03
24233,1011,841,51,99,16,11,11,11,0,57,+1:04.599,5725894,42,7,01:35.2,204.575,1,21.00,0.05
24234,1011,826,5,26,15,12,12,12,0,56,\N,\N,40,5,01:34.9,205.228,11,69.00,0.08
24235,1011,825,210,20,6,13,13,13,0,56,\N,\N,41,13,01:35.9,203.178,11,77.00,0.05
24236,1011,840,211,18,18,14,14,14,0,56,\N,\N,31,17,01:37.0,200.781,11,136.00,0.08
24237,1011,847,3,63,19,15,15,15,0,56,\N,\N,14,19,01:37.3,200.211,11,19.00,0.08
24238,1011,9,3,88,20,16,16,16,0,55,\N,\N,13,20,01:37.9,199.005,12,1.00,  -    
24239,1011,807,4,27,17,\N,R,17,0,53,\N,\N,14,6,01:35.2,204.623,5,116.00,0.11
24240,1011,817,4,3,10,\N,R,18,0,53,\N,\N,42,15,01:36.7,201.487,60,458.00,0.04
24241,1011,832,1,55,7,\N,R,19,0,53,\N,\N,42,10,01:35.6,203.829,130,418.50,0.04
24242,1011,154,210,8,11,\N,R,20,0,16,\N,\N,3,18,01:37.3,200.316,31,47.00,0.11
24243,1012,1,131,44,2,1,1,1,25,56,32:06.4,5526350,47,5,01:35.9,204.642,1,1555.50,0.01
24244,1012,822,131,77,1,2,2,2,18,56,6.552,5532902,38,4,01:34.9,206.842,1,1022.00,0.04
24245,1012,20,6,5,3,3,3,3,15,56,13.774,5540124,37,2,01:34.8,206.921,1,636.00,0.04
24246,1012,830,9,33,5,4,4,4,12,56,27.627,5553977,45,6,01:36.1,204.108,1,1136.50,0.09
24247,1012,844,6,16,4,5,5,5,10,56,31.276,5557626,45,3,01:34.9,206.869,1,560.00,0.10
24248,1012,842,9,10,6,6,6,6,9,56,+1:29.307,5615657,55,1,01:34.7,207.126,1,309.00,0.06
24249,1012,817,4,3,7,7,7,7,6,55,\N,\N,38,16,01:38.6,198.957,11,458.00,0.04
24250,1012,815,211,11,12,8,8,8,4,55,\N,\N,37,17,01:38.7,198.816,11,429.00,0.03
24251,1012,8,51,7,13,9,9,9,2,55,\N,\N,27,12,01:37.8,200.625,11,308.00,0.01
24252,1012,848,5,23,0,10,10,10,1,55,\N,\N,22,18,01:38.9,198.416,11,197.00,  -    
24253,1012,154,210,8,10,11,11,11,0,55,\N,\N,37,8,01:36.9,202.57,11,47.00,0.11
24254,1012,840,211,18,16,12,12,12,0,55,\N,\N,46,7,01:36.7,202.978,11,136.00,0.08
24255,1012,825,210,20,9,13,13,13,0,55,\N,\N,35,10,01:37.5,201.327,11,77.00,0.05
24256,1012,832,1,55,14,14,14,14,0,55,\N,\N,44,11,01:37.5,201.263,11,418.50,0.04
24257,1012,841,51,99,19,15,15,15,0,55,\N,\N,32,14,01:38.0,200.142,11,21.00,0.05
24258,1012,847,3,63,17,16,16,16,0,54,\N,\N,51,9,01:37.3,201.716,12,19.00,0.08
24259,1012,9,3,88,18,17,17,17,0,54,\N,\N,28,20,01:39.8,196.684,12,1.00,  -    
24260,1012,846,1,4,15,18,18,18,0,50,\N,\N,37,15,01:38.3,199.536,4,306.00,0.05
24261,1012,826,5,26,11,\N,R,19,0,41,\N,\N,27,13,01:38.0,200.291,4,69.00,0.08
24262,1012,807,4,27,8,\N,R,20,0,16,\N,\N,14,19,01:39.7,196.871,131,116.00,0.11
24263,1013,822,131,77,1,1,1,1,25,51,31:52.9,5512942,50,2,01:44.0,207.748,1,1022.00,0.04
24264,1013,1,131,44,2,2,2,2,18,51,1.524,5514466,48,3,01:44.2,207.465,1,1555.50,0.01
24265,1013,20,6,5,3,3,3,3,15,51,11.739,5524681,46,4,01:44.6,206.546,1,636.00,0.04
24266,1013,830,9,33,4,4,4,4,12,51,17.493,5530435,39,5,01:44.8,206.221,1,1136.50,0.09
24267,1013,844,6,16,8,5,5,5,11,51,+1:09.107,5582049,50,1,01:43.0,209.795,1,560.00,0.10
24268,1013,815,211,11,5,6,6,6,8,51,+1:16.416,5589358,49,7,01:45.5,204.795,1,429.00,0.03
24269,1013,832,1,55,9,7,7,7,6,51,+1:23.826,5596768,43,10,01:45.8,204.247,1,418.50,0.04
24270,1013,846,1,4,7,8,8,8,4,51,+1:40.268,5613210,43,6,01:45.4,205.047,1,306.00,0.05
24271,1013,840,211,18,13,9,9,9,2,51,+1:43.816,5616758,38,12,01:46.0,203.858,1,136.00,0.08
24272,1013,8,51,7,0,10,10,10,1,50,\N,\N,48,13,01:46.5,202.958,11,308.00,0.01
24273,1013,848,5,23,11,11,11,11,0,50,\N,\N,49,9,01:45.8,204.349,11,197.00,  -    
24274,1013,841,51,99,17,12,12,12,0,50,\N,\N,45,11,01:46.0,203.935,11,21.00,0.05
24275,1013,825,210,20,12,13,13,13,0,50,\N,\N,42,14,01:46.7,202.572,11,77.00,0.05
24276,1013,807,4,27,15,14,14,14,0,50,\N,\N,43,17,01:47.4,201.204,11,116.00,0.11
24277,1013,847,3,63,16,15,15,15,0,49,\N,\N,42,16,01:47.3,201.497,12,19.00,0.08
24278,1013,9,3,88,0,16,16,16,0,49,\N,\N,45,19,01:47.7,200.64,12,1.00,  -    
24279,1013,842,9,10,0,\N,R,17,0,38,\N,\N,34,8,01:45.7,204.43,7,309.00,0.06
24280,1013,154,210,8,14,\N,R,18,0,38,\N,\N,33,20,01:48.5,199.146,23,47.00,0.11
24281,1013,826,5,26,6,\N,R,19,0,33,\N,\N,28,18,01:47.7,200.692,4,69.00,0.08
24282,1013,817,4,3,10,\N,R,20,0,31,\N,\N,29,15,01:46.8,202.41,4,458.00,0.04
24283,1014,1,131,44,2,1,1,1,26,66,35:50.4,5750443,54,1,01:18.5,213.499,1,1555.50,0.01
24284,1014,822,131,77,1,2,2,2,18,66,4.074,5754517,55,2,01:18.7,212.835,1,1022.00,0.04
24285,1014,830,9,33,4,3,3,3,15,66,7.679,5758122,57,3,01:19.8,210.081,1,1136.50,0.09
